ID;Job Title;Salary Estimate;Rating;Company Name;Location;Headquarters;Size;Founded;Type of ownership;Industry;Sector;Revenue;Competitors
0;Data Scientist;$53K-$91K (Glassdoor est.);3.8;Tecolote Research;Albuquerque, NM;Goleta, CA;501 to 1000 employees;1973;Company - Private;Aerospace & Defense;Aerospace & Defense;$50 to $100 million (USD);-1
1;Healthcare Data Scientist;$63K-$112K (Glassdoor est.);3.4;University of Maryland Medical System;Linthicum, MD;Baltimore, MD;10000+ employees;1984;Other Organization;Health Care Services & Hospitals;Health Care;$2 to $5 billion (USD);-1
2;Data Scientist;$80K-$90K (Glassdoor est.);4.8;KnowBe4;Clearwater, FL;Clearwater, FL;501 to 1000 employees;2010;Company - Private;Security Services;Business Services;$100 to $500 million (USD);-1
3;Data Scientist;$56K-$97K (Glassdoor est.);3.8;PNNL;Richland, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory
4;Data Scientist;$86K-$143K (Glassdoor est.);2.9;Affinity Solutions;New York, NY;New York, NY;51 to 200 employees;1998;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;Commerce Signals, Cardlytics, Yodlee
5;Data Scientist;$71K-$119K (Glassdoor est.);3.4;CyrusOne;Dallas, TX;Dallas, TX;201 to 500 employees;2000;Company - Public;Real Estate;Real Estate;$1 to $2 billion (USD);Digital Realty, CoreSite, Equinix
6;Data Scientist;$54K-$93K (Glassdoor est.);4.1;ClearOne Advantage;Baltimore, MD;Baltimore, MD;501 to 1000 employees;2008;Company - Private;Banks & Credit Unions;Finance;Unknown / Non-Applicable;-1
7;Data Scientist;$86K-$142K (Glassdoor est.);3.8;Logic20/20;San Jose, CA;Seattle, WA;201 to 500 employees;2005;Company - Private;Consulting;Business Services;$25 to $50 million (USD);-1
8;Research Scientist;$38K-$84K (Glassdoor est.);3.3;Rochester Regional Health;Rochester, NY;Rochester, NY;10000+ employees;2014;Hospital;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);-1
9;Data Scientist;$120K-$160K (Glassdoor est.);4.6;<intent>;New York, NY;New York, NY;51 to 200 employees;2009;Company - Private;Internet;Information Technology;$100 to $500 million (USD);Clicktripz, SmarterTravel
10;Data Scientist;$126K-$201K (Glassdoor est.);3.5;Wish;San Jose, CA;San Francisco, CA;501 to 1000 employees;2011;Company - Private;Other Retail Stores;Retail;$1 to $2 billion (USD);-1
11;Data Scientist;$64K-$106K (Glassdoor est.);4.1;ManTech;Chantilly, VA;Herndon, VA;5001 to 10000 employees;1968;Company - Public;Research & Development;Business Services;$1 to $2 billion (USD);-1
12;Staff Data Scientist - Technology;$106K-$172K (Glassdoor est.);3.2;Walmart;Plano, TX;Bentonville, AR;10000+ employees;1962;Company - Public;Department, Clothing, & Shoe Stores;Retail;$10+ billion (USD);Target, Costco Wholesale, Amazon
13;Data Analyst;$46K-$85K (Glassdoor est.);4.1;Yesler;Seattle, WA;Seattle, WA;201 to 500 employees;2012;Company - Private;Advertising & Marketing;Business Services;Unknown / Non-Applicable;-1
14;Data Scientist;$83K-$144K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Cambridge, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
15;Data Engineer I;$102K-$190K (Glassdoor est.);3.6;Audible;Newark, NJ;Newark, NJ;1001 to 5000 employees;1995;Subsidiary or Business Segment;Motion Picture Production & Distribution;Media;Unknown / Non-Applicable;-1
16;Scientist I/II, Biology;$67K-$137K (Glassdoor est.);3.9;Blueprint Medicines;Cambridge, MA;Cambridge, MA;51 to 200 employees;2011;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $5 million (USD);bluebird bio, Agios Pharmaceuticals, Celgene
17;Customer Data Scientist;$118K-$189K (Glassdoor est.);4.3;h2o.ai;Mountain View, CA;Mountain View, CA;201 to 500 employees;2011;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
18;Data Scientist - Health Data Analytics;$110K-$175K (Glassdoor est.);4.2;Nuna;San Francisco, CA;San Francisco, CA;51 to 200 employees;2010;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
19;Data Scientist;$64K-$111K (Glassdoor est.);4;Pinnacol Assurance;Denver, CO;Denver, CO;501 to 1000 employees;1915;Nonprofit Organization;Insurance Carriers;Insurance;$500 million to $1 billion (USD);-1
20;Data Scientist;$81K-$130K (Glassdoor est.);3.2;Porch;Seattle, WA;Seattle, WA;201 to 500 employees;2012;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;Angie's List, HomeAdvisor, Thumbtack
21;Senior Data Scientist / Machine Learning;$73K-$119K (Glassdoor est.);3.9;Health IQ;Dallas, TX;Mountain View, CA;201 to 500 employees;2013;Company - Private;Insurance Agencies & Brokerages;Insurance;Unknown / Non-Applicable;-1
22;Data Scientist - Quantitative;$86K-$139K (Glassdoor est.);3.8;Truckstop.com;Chicago, IL;New Plymouth, ID;501 to 1000 employees;1995;Company - Private;Logistics & Supply Chain;Transportation & Logistics;Unknown / Non-Applicable;-1
23;Data Scientist;$63K-$105K (Glassdoor est.);4.3;SMC 3;Louisville, KY;Peachtree City, GA;51 to 200 employees;1935;Nonprofit Organization;Logistics & Supply Chain;Transportation & Logistics;$10 to $25 million (USD);-1
24;Data Scientist;$109K-$177K (Glassdoor est.);4;Novetta;Herndon, VA;Mc Lean, VA;501 to 1000 employees;2012;Company - Private;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);Leidos, CACI International, Booz Allen Hamilton
25;Digital Health Data Scientist;$63K-$110K (Glassdoor est.);4;Pfizer;Cambridge, MA;New York, NY;10000+ employees;1849;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
26;Data Scientist;$75K-$124K (Glassdoor est.);3.5;First Tech Federal Credit Union;Hillsboro, OR;San Jose, CA;1001 to 5000 employees;1952;Company - Private;Banks & Credit Unions;Finance;$100 to $500 million (USD);-1
27;Associate Data Analyst;$34K-$61K (Glassdoor est.);3.7;The Hanover Insurance Group;Worcester, MA;Worcester, MA;5001 to 10000 employees;1852;Company - Public;Insurance Carriers;Insurance;$5 to $10 billion (USD);-1
28;Clinical Data Scientist;$63K-$105K (Glassdoor est.);4;Pfizer;Groton, CT;New York, NY;10000+ employees;1849;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
29;Data Scientist;$80K-$90K (Glassdoor est.);4.8;KnowBe4;Clearwater, FL;Clearwater, FL;501 to 1000 employees;2010;Company - Private;Security Services;Business Services;$100 to $500 million (USD);-1
30;Data Scientist;$56K-$97K (Glassdoor est.);3.8;PNNL;Richland, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory
31;Data Scientist;$72K-$120K (Glassdoor est.);3.6;Amrock;Detroit, MI;Detroit, MI;1001 to 5000 employees;1997;Company - Private;Real Estate;Real Estate;$500 million to $1 billion (USD);-1
32;Data Scientist / Machine Learning Expert;$86K-$143K (Glassdoor est.);3.8;Novartis;Cambridge, MA;Basel, Switzerland;10000+ employees;1996;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);-1
33;Data Scientist;$93K-$149K (Glassdoor est.);3.8;Juniper Networks;Sunnyvale, CA;Sunnyvale, CA;5001 to 10000 employees;1996;Company - Public;Telecommunications Services;Telecommunications;$2 to $5 billion (USD);-1
34;Data Scientist;$85K-$140K (Glassdoor est.);4.7;New England Biolabs;Ipswich, MA;Ipswich, MA;201 to 500 employees;1974;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;Thermo Fisher Scientific, Enzymatics, Illumina
35;Web Data Analyst;$77K-$135K (Glassdoor est.);4.2;Clarity Insights;San Jose, CA;Chicago, IL;201 to 500 employees;2008;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;-1
36;Data Scientist;$82K-$132K (Glassdoor est.);3.5;Esri;Redlands, CA;Redlands, CA;1001 to 5000 employees;1969;Company - Private;Computer Hardware & Software;Information Technology;$1 to $2 billion (USD);Pitney Bowes
37;Data Scientist;$83K-$137K (Glassdoor est.);4.7;Systems & Technology Research;Woburn, MA;Woburn, MA;201 to 500 employees;2010;Company - Private;Aerospace & Defense;Aerospace & Defense;$100 to $500 million (USD);-1
38;Senior Data Scientist;$115K-$180K (Glassdoor est.);3.5;Sartorius;Fremont, CA;Gottingen, Germany;5001 to 10000 employees;1870;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $2 billion (USD);-1
39;Data Engineer;$74K-$138K (Glassdoor est.);3.5;Lancer Insurance;Long Beach, NY;Long Beach, NY;201 to 500 employees;1985;Company - Private;Insurance Carriers;Insurance;$100 to $500 million (USD);-1
40;Data Analyst;$64K-$112K (Glassdoor est.);4.2;Sauce Labs;San Francisco, CA;San Francisco, CA;201 to 500 employees;2008;Company - Private;IT Services;Information Technology;$50 to $100 million (USD);BrowserStack, Selenium Master, Perfecto Mobile
41;Data Engineer;$68K-$129K (Glassdoor est.);3.6;Persivia;Marlborough, MA;Lowell, MA;1 to 50 employees;-1;Company - Private;-1;-1;Less than $1 million (USD);-1
42;Data Scientist - Algorithms & Inference;$110K-$175K (Glassdoor est.);4.2;Nuna;San Francisco, CA;San Francisco, CA;51 to 200 employees;2010;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
43;Scientist;$52K-$113K (Glassdoor est.);3.4;Edgewell Personal Care;Allendale, NJ;Shelton, CT;5001 to 10000 employees;2015;Company - Public;Consumer Products Manufacturing;Manufacturing;$2 to $5 billion (USD);Unilever, Procter & Gamble, Henkel
44;Senior Data Scientist;$110K-$150K(Employer est.);4.3;Equity Residential;Chicago, IL;Chicago, IL;1001 to 5000 employees;1993;Company - Public;Real Estate;Real Estate;$2 to $5 billion (USD);UDR, AvalonBay Communities, Essex Property Trust
45;Data Scientist;Employer Provided Salary:$150K-$160K;5;BPA Services;Washington, DC;Alexandria, VA;Unknown;-1;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
46;Lead Data Scientist;$158K-$211K (Glassdoor est.);3.7;Visa Inc.;Bellevue, WA;Foster City, CA;10000+ employees;1958;Company - Public;IT Services;Information Technology;$10+ billion (USD);American Express, Mastercard, Discover
47;Associate Data Analyst;$20K-$39K (Glassdoor est.);3.1;Intrado;Longmont, CO;Omaha, NE;5001 to 10000 employees;1986;Company - Private;Enterprise Software & Network Solutions;Information Technology;$2 to $5 billion (USD);-1
48;Spectral Scientist/Engineer;$56K-$117K (Glassdoor est.);4.7;Centauri;Beavercreek, OH;Chantilly, VA;501 to 1000 employees;1999;Company - Private;Aerospace & Defense;Aerospace & Defense;$100 to $500 million (USD);TASC, Vencore, Booz Allen Hamilton
49;College Hire - Data Scientist - Open to December 2019 Graduates;$63K-$99K (Glassdoor est.);3.7;Caterpillar;Peoria, IL;Deerfield, IL;10000+ employees;1925;Company - Public;Industrial Manufacturing;Manufacturing;$10+ billion (USD);John Deere, Komatsu, CNH Industrial
50;Data Scientist;$68K-$114K (Glassdoor est.);3.8;Zimmerman Advertising;Fort Lauderdale, FL;Fort Lauderdale, FL;501 to 1000 employees;1984;Subsidiary or Business Segment;Advertising & Marketing;Business Services;Unknown / Non-Applicable;-1
51;Data Scientist, Office of Data Science;$86K-$143K (Glassdoor est.);3.3;Liberty Mutual Insurance;Boston, MA;Boston, MA;10000+ employees;1912;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);Travelers, Allstate, State Farm
52;Data Science Analyst;$41K-$95K (Glassdoor est.);4.6;Torch Technologies, Inc.;Huntsville, AL;Huntsville, AL;1001 to 5000 employees;2002;Company - Private;Aerospace & Defense;Aerospace & Defense;$100 to $500 million (USD);-1
53;Data Scientist;$86K-$144K (Glassdoor est.);3.7;Swiss Re;Armonk, NY;Zurich, Switzerland;10000+ employees;1863;Company - Public;Insurance Agencies & Brokerages;Insurance;$10+ billion (USD);Munich Re, Hannover RE, SCOR
54;Data Scientist;$80K-$139K (Glassdoor est.);3.7;Northrop Grumman;San Diego, CA;Falls Church, VA;10000+ employees;1939;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);-1
55;Data Scientist;$56K-$95K (Glassdoor est.);3.5;Sartorius;Albuquerque, NM;Gottingen, Germany;5001 to 10000 employees;1870;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $2 billion (USD);-1
56;Data Scientist;$120K-$189K (Glassdoor est.);4.1;Netskope;San Francisco, CA;Santa Clara, CA;501 to 1000 employees;2012;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;Skyhigh Networks, Zscaler, NortonLifeLock
57;Data Scientist;$111K-$176K (Glassdoor est.);4.7;1904labs;Saint Louis, MO;Saint Louis, MO;51 to 200 employees;2016;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;Slalom, Daugherty Business Solutions
58;Data Scientist;$54K-$93K (Glassdoor est.);4.1;ClearOne Advantage;Baltimore, MD;Baltimore, MD;501 to 1000 employees;2008;Company - Private;Banks & Credit Unions;Finance;Unknown / Non-Applicable;-1
59;Data Scientist;$71K-$119K (Glassdoor est.);3.4;CyrusOne;Dallas, TX;Dallas, TX;201 to 500 employees;2000;Company - Public;Real Estate;Real Estate;$1 to $2 billion (USD);Digital Realty, CoreSite, Equinix
60;Senior Data Scientist;$82K-$132K (Glassdoor est.);4.4;The David J. Joseph Company;Cincinnati, OH;Cincinnati, OH;201 to 500 employees;1885;Subsidiary or Business Segment;Metals Brokers;Mining & Metals;Unknown / Non-Applicable;-1
61;Data Scientist;$84K-$146K (Glassdoor est.);4.3;USEReady;New York, NY;New York, NY;201 to 500 employees;2011;Company - Private;Consulting;Business Services;$10 to $25 million (USD);-1
62;Senior Risk Data Scientist;$107K-$172K (Glassdoor est.);3.8;Bill.com;Palo Alto, CA;Palo Alto, CA;501 to 1000 employees;2006;Company - Public;Financial Transaction Processing;Finance;$50 to $100 million (USD);-1
63;Data Scientist in Artificial Intelligence Early Career;$49K-$85K (Glassdoor est.);3.8;Pacific Northwest National Laboratory;Richland, WA;Richland, WA;1001 to 5000 employees;1965;Government;Energy;Oil, Gas, Energy & Utilities;$500 million to $1 billion (USD);Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory
64;Data Scientist;$61K-$109K (Glassdoor est.);3.8;DICK'S Sporting Goods - Corporate;Coraopolis, PA;Coraopolis, PA;10000+ employees;1948;Company - Public;Sporting Goods Stores;Retail;$5 to $10 billion (USD);REI, Academy Sports + Outdoors, Cabela's
65;Data Scientist;$88K-$148K (Glassdoor est.);2.8;Berg Health;Framingham, MA;Framingham, MA;51 to 200 employees;2006;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $5 million (USD);-1
66;Data Scientist;$60K-$99K (Glassdoor est.);4.7;Oversight Systems;Atlanta, GA;Atlanta, GA;51 to 200 employees;2003;Company - Private;Computer Hardware & Software;Information Technology;$25 to $50 million (USD);-1
67;Data Scientist - Research;$41K-$72K (Glassdoor est.);3.1;C Space;Boston, MA;Boston, MA;201 to 500 employees;1999;Company - Public;Advertising & Marketing;Business Services;$100 to $500 million (USD);IDEO, Gongos, Inc., Ipsos
68;Data Scientist;$96K-$161K (Glassdoor est.);3.2;Numeric, LLC;Philadelphia, PA;Chadds Ford, PA;1 to 50 employees;-1;Company - Private;Staffing & Outsourcing;Business Services;$5 to $10 million (USD);-1
69;R&D Data Analysis Scientist;$65K-$130K (Glassdoor est.);4;HP Inc.;Vancouver, WA;Palo Alto, CA;10000+ employees;1939;Company - Public;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;-1
70;Analytics Consultant;$52K-$81K (Glassdoor est.);4.4;SpringML;Indianapolis, IN;Pleasanton, CA;1 to 50 employees;2015;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
71;Director, Data Science;$139K-$220K (Glassdoor est.);3.6;Grainger;Lake Forest, IL;Lake Forest, IL;10000+ employees;1927;Company - Public;Wholesale;Business Services;$10+ billion (USD);-1
72;Scientist;$50K-$102K (Glassdoor est.);2.7;EAG Laboratories;Maryland Heights, MO;San Diego, CA;501 to 1000 employees;1978;Subsidiary or Business Segment;Research & Development;Business Services;$50 to $100 million (USD);-1
73;Data Scientist SR;$85K-$139K (Glassdoor est.);3.9;The Buffalo Group;Charlottesville, VA;Reston, VA;501 to 1000 employees;2010;Company - Private;IT Services;Information Technology;$100 to $500 million (USD);ManTech, Booz Allen Hamilton, Leidos
74;Data Scientist;$74K-$122K (Glassdoor est.);3.1;Carmeuse;Pittsburgh, PA;Louvain-la-Neuve, Belgium;1001 to 5000 employees;1860;Company - Private;Mining;Mining & Metals;$1 to $2 billion (USD);Lhoist, Graymont, Sibelco Group
75;R&D Sr Data Scientist;$99K-$157K (Glassdoor est.);4;HP Inc.;Vancouver, WA;Palo Alto, CA;10000+ employees;1939;Company - Public;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;-1
76;Customer Data Scientist/Sales Engineer (Bay;$79K-$222K (Glassdoor est.);4.3;h2o.ai;Mountain View, CA;Mountain View, CA;201 to 500 employees;2011;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
77;Research Scientist;$57K-$118K (Glassdoor est.);1.9;GNS Healthcare;Cambridge, MA;Cambridge, MA;51 to 200 employees;2000;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10 to $25 million (USD);-1
78;Data Scientist;$83K-$137K (Glassdoor est.);3.3;Peraton;Chantilly, VA;Herndon, VA;1001 to 5000 employees;2017;Company - Private;Aerospace & Defense;Aerospace & Defense;$1 to $2 billion (USD);-1
79;Data Scientist;$86K-$141K (Glassdoor est.);4.4;Pactera;San Jose, CA;Beijing, China;10000+ employees;1995;Company - Private;IT Services;Information Technology;$500 million to $1 billion (USD);Infosys, EPAM, Accenture
80;Data Scientist;$94K-$154K (Glassdoor est.);3.9;Nurx;San Francisco, CA;San Francisco, CA;51 to 200 employees;2016;Company - Private;Health Care Services & Hospitals;Health Care;$1 to $5 million (USD);-1
81;Jr. Business Data Analyst;$37K-$76K (Glassdoor est.);4.7;webfx.com;Harrisburg, PA;Harrisburg, PA;201 to 500 employees;1997;Company - Private;Advertising & Marketing;Business Services;$25 to $50 million (USD);-1
82;Data Scientist;$100K-$160K (Glassdoor est.);4.5;Johns Hopkins University Applied Physics Laboratory;Laurel, MD;Laurel, MD;5001 to 10000 employees;1942;Nonprofit Organization;Aerospace & Defense;Aerospace & Defense;$1 to $2 billion (USD);MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman
83;Data Analyst;$55K-$100K (Glassdoor est.);4.3;Productive Edge;Chicago, IL;Chicago, IL;51 to 200 employees;2008;Company - Private;Computer Hardware & Software;Information Technology;$10 to $25 million (USD);Numerator, Rise Interactive, Salom
84;Data Engineer;$60K-$114K (Glassdoor est.);4;Excella Consulting;Arlington, VA;Arlington, VA;201 to 500 employees;2002;Company - Private;Consulting;Business Services;$50 to $100 million (USD);-1
85;Data Analyst;$39K-$68K (Glassdoor est.);4.4;Gensco;Tacoma, WA;Tacoma, WA;501 to 1000 employees;1948;Company - Private;Wholesale;Business Services;$100 to $500 million (USD);-1
86;Staff Data Scientist - Technology;$106K-$172K (Glassdoor est.);3.2;Walmart;Plano, TX;Bentonville, AR;10000+ employees;1962;Company - Public;Department, Clothing, & Shoe Stores;Retail;$10+ billion (USD);Target, Costco Wholesale, Amazon
87;Data Scientist;$86K-$142K (Glassdoor est.);3.8;Logic20/20;San Jose, CA;Seattle, WA;201 to 500 employees;2005;Company - Private;Consulting;Business Services;$25 to $50 million (USD);-1
88;Data Scientist;$64K-$107K (Glassdoor est.);4.2;goTRG;Miami, FL;Miami, FL;501 to 1000 employees;2008;Company - Private;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);-1
89;Data Management Specialist;$31K-$65K (Glassdoor est.);4.5;NMR Consulting;Huntsville, AL;Chantilly, VA;51 to 200 employees;1996;Company - Private;IT Services;Information Technology;$25 to $50 million (USD);-1
90;E-Commerce Data Analyst;$34K-$62K (Glassdoor est.);3.5;iSeatz;New Orleans, LA;New Orleans, LA;51 to 200 employees;1999;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
91;Sr. Scientist II;$117K-$231K (Glassdoor est.);3.5;Nektar Therapeutics;San Francisco, CA;San Francisco, CA;201 to 500 employees;1990;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$100 to $500 million (USD);Bristol-Myers Squibb, Merck, GlaxoSmithKline
92;Insurance Data Scientist;$64K-$106K (Glassdoor est.);3.9;TransUnion;Atlanta, GA;Chicago, IL;5001 to 10000 employees;1968;Company - Public;Financial Analytics & Research;Finance;$1 to $2 billion (USD);-1
93;Data Modeler;$79K-$134K (Glassdoor est.);4.7;IT Concepts;Landover, MD;Vienna, VA;51 to 200 employees;2003;Company - Private;IT Services;Information Technology;$10 to $25 million (USD);-1
94;Data Analyst / Scientist;$52K-$93K (Glassdoor est.);4.2;Scientific Research Corporation;Patuxent River, MD;Atlanta, GA;1001 to 5000 employees;1988;Company - Private;IT Services;Information Technology;$100 to $500 million (USD);-1
95;Scientist;$55K-$116K (Glassdoor est.);3.4;General Dynamics Information Technology;Suitland, MD;Fairfax, VA;10000+ employees;1996;Subsidiary or Business Segment;IT Services;Information Technology;$10+ billion (USD);SAIC, Leidos, Northrop Grumman
96;Data Scientist;$72K-$123K (Glassdoor est.);3.2;MITRE;McLean, VA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);Battelle, General Atomics, SAIC
97;Data Scientist;$74K-$124K (Glassdoor est.);3.9;The Buffalo Group;Fort Belvoir, VA;Reston, VA;501 to 1000 employees;2010;Company - Private;IT Services;Information Technology;$100 to $500 million (USD);ManTech, Booz Allen Hamilton, Leidos
98;Data Analyst;$40K-$73K (Glassdoor est.);3.1;DentaQuest;Milwaukee, WI;Boston, MA;1001 to 5000 employees;2001;Company - Private;Insurance Carriers;Insurance;$2 to $5 billion (USD);MCNA Dental Plans, United Concordia, Delta Dental Plans Association
99;Lead Data Scientist;$102K-$164K (Glassdoor est.);4.1;Redjack;Silver Spring, MD;Silver Spring, MD;1 to 50 employees;2007;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;-1
100;Data Scientist;$89K-$153K (Glassdoor est.);3.8;7Park Data;New York, NY;New York, NY;51 to 200 employees;2012;Company - Private;Research & Development;Business Services;Unknown / Non-Applicable;-1
101;Data Scientist;$61K-$110K (Glassdoor est.);4.7;Rapid Response Monitoring;Syracuse, NY;Syracuse, NY;501 to 1000 employees;1992;Company - Private;Security Services;Business Services;Unknown / Non-Applicable;COPS Monitoring, National Monitoring Center, Affiliated Monitoring
102;Data Scientist, Rice University;$65K-$110K (Glassdoor est.);4.3;Trilogy Ed;Houston, TX;New York, NY;1001 to 5000 employees;2015;Subsidiary or Business Segment;Education Training Services;Education;Unknown / Non-Applicable;General Assembly, Kaplan University, Ironhack
103;Senior Data Scientist;$200K-$275K(Employer est.);4.2;Gallup;Washington, DC;Washington, DC;1001 to 5000 employees;1935;Company - Private;Consulting;Business Services;Unknown / Non-Applicable;Advisory Board, Booz Allen Hamilton, McKinsey & Company
104;Data Engineer;$68K-$123K (Glassdoor est.);3.9;CapTech;Charlotte, NC;Richmond, VA;1001 to 5000 employees;1997;Company - Private;IT Services;Information Technology;$100 to $500 million (USD);Accenture, North Highland, Deloitte
105;Senior Data Scientist;$80K-$129K (Glassdoor est.);3.3;American Axle & Manufacturing;Southfield, MI;Detroit, MI;10000+ employees;1994;Company - Public;Transportation Equipment Manufacturing;Manufacturing;$5 to $10 billion (USD);-1
106;Financial Data Analyst;$41K-$72K (Glassdoor est.);4.7;CentralReach;Matawan, NJ;Pompano Beach, FL;201 to 500 employees;2012;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;DataFinch Technologies, Accupoint Software Solution, CodeMetro
107;Senior Data Analyst;$39K-$71K (Glassdoor est.);4.3;Integrate;Phoenix, AZ;Phoenix, AZ;201 to 500 employees;2010;Company - Private;Enterprise Software & Network Solutions;Information Technology;$25 to $50 million (USD);-1
108;Research Scientist;$38K-$85K (Glassdoor est.);2.9;Boys Town Hospital;Omaha, NE;Omaha, NE;1001 to 5000 employees;1977;Hospital;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA
109;Data Scientist;$121K-$193K (Glassdoor est.);4.5;Demandbase;San Francisco, CA;San Francisco, CA;201 to 500 employees;2006;Company - Private;Computer Hardware & Software;Information Technology;$100 to $500 million (USD);Engagio, Bombora, Terminus
110;Data Engineer;$54K-$102K (Glassdoor est.);3.4;Sapphire Digital;Lyndhurst, NJ;Lyndhurst, NJ;201 to 500 employees;2019;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;Zocdoc, Healthgrades
111;Data Scientist;$83K-$144K (Glassdoor est.);3.7;Takeda Pharmaceuticals;Cambridge, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);Novartis, Baxter, Pfizer
112;Data Scientist;$120K-$160K (Glassdoor est.);4.6;<intent>;New York, NY;New York, NY;51 to 200 employees;2009;Company - Private;Internet;Information Technology;$100 to $500 million (USD);Clicktripz, SmarterTravel
113;Data Scientist;$102K-$163K (Glassdoor est.);3.2;Formation;San Francisco, CA;San Francisco, CA;51 to 200 employees;2015;Company - Private;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;-1
114;Data Engineer;$76K-$140K (Glassdoor est.);4;Autodesk;San Francisco, CA;San Rafael, CA;5001 to 10000 employees;1982;Company - Public;Computer Hardware & Software;Information Technology;$2 to $5 billion (USD);-1
115;Ag Data Scientist;$60K-$101K (Glassdoor est.);4.6;Beck's Hybrids;Atlanta, IN;Atlanta, IN;501 to 1000 employees;1937;Company - Private;Farm Support Services;Agriculture & Forestry;$50 to $100 million (USD);-1
116;Data Scientist;$82K-$133K (Glassdoor est.);2.8;DrFirst;Rockville, MD;Rockville, MD;201 to 500 employees;2000;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;-1
117;Data Engineer;$65K-$125K (Glassdoor est.);4.7;Object Partners;Minneapolis, MN;Minneapolis, MN;51 to 200 employees;1996;Company - Private;Consulting;Business Services;$25 to $50 million (USD);Solution Design Group, Intertech (Minnesota)
118;Data Scientist II;$91K-$148K (Glassdoor est.);3;L.A. Care Health Plan;Los Angeles, CA;Los Angeles, CA;1001 to 5000 employees;1997;Nonprofit Organization;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;Health Net, Kaiser Permanente, Molina Healthcare
119;Senior Data Engineer;$95K-$173K (Glassdoor est.);3.2;Red Ventures;Charlotte, NC;Fort Mill, SC;1001 to 5000 employees;2000;Company - Private;Advertising & Marketing;Business Services;$1 to $2 billion (USD);Clearlink, Credit Karma, LendingTree
